Order ID,Order Date,Order Priority,Product Category,Product Sub-Category,Product Name,Quantity ordered new,Product Container,Ship Mode,Ship Date
89360,2015-02-22,Not Specified,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,11,Small Box,Regular Air,2015-02-24
86063,2015-04-18,Medium,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",6,Jumbo Drum,Delivery Truck,2015-04-18
86064,2015-04-08,Critical,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,10,Wrap Bag,Regular Air,2015-04-09
86486,2015-02-24,Critical,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",4,Large Box,Regular Air,2015-02-26
87831,2015-04-02,High,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,4,Small Box,Regular Air,2015-04-04
87831,2015-04-02,High,Office Supplies,Paper,Xerox 1938,3,Small Box,Express Air,2015-04-04
87830,2015-03-28,High,Furniture,Office Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",12,Small Pack,Regular Air,2015-03-29
87830,2015-03-28,High,Office Supplies,Paper,Xerox 1962,12,Small Box,Regular Air,2015-03-30
87832,2015-04-21,Not Specified,Office Supplies,Rubber Bands,Staples Vinyl Coated Paper Clips,6,Wrap Bag,Regular Air,2015-04-23
37924,2015-05-29,High,Office Supplies,Storage & Organization,Economy Rollaway Files,167,Small Box,Regular Air,2015-05-29
37924,2015-05-29,High,Office Supplies,Pens & Art Supplies,Model L Table or Wall-Mount Pencil Sharpener,71,Small Box,Regular Air,2015-05-29
90551,2015-05-29,High,Office Supplies,Storage & Organization,Economy Rollaway Files,42,Small Box,Regular Air,2015-05-29
86633,2015-06-16,Critical,Furniture,Office Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",10,Medium Box,Express Air,2015-06-17
86633,2015-06-16,Critical,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",5,Wrap Bag,Regular Air,2015-06-16
89146,2015-02-15,Low,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",1,Small Box,Express Air,2015-02-20
89146,2015-02-15,Low,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,1,Small Box,Regular Air,2015-02-20
89148,2015-04-10,Low,Furniture,Office Furnishings,"DAX Value U-Channel Document Frames, Easel Back",5,Medium Box,Regular Air,2015-04-15
89148,2015-04-10,Low,Office Supplies,Rubber Bands,Staples Metal Binder Clips,12,Wrap Bag,Regular Air,2015-04-12
89148,2015-04-10,Low,Technology,Telephones and Communication,6120,21,Small Box,Regular Air,2015-04-10
89147,2015-04-04,High,Office Supplies,Binders and Binder Accessories,GBC Plastic Binding Combs,2,Small Box,Regular Air,2015-04-05
90624,2015-05-04,Critical,Office Supplies,Labels,Avery 496,21,Small Box,Regular Air,2015-05-06
90624,2015-05-04,Critical,Office Supplies,Paper,Xerox 1951,20,Small Box,Regular Air,2015-05-04
87676,2015-03-05,Critical,Furniture,Office Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",6,Medium Box,Regular Air,2015-03-06
87678,2015-02-23,Critical,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",16,Small Pack,Regular Air,2015-02-25
87678,2015-02-23,Critical,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,21,Jumbo Box,Delivery Truck,2015-02-24
87677,2015-05-22,Critical,Office Supplies,Binders and Binder Accessories,Cardinal Holdit Business Card Pockets,16,Small Box,Regular Air,2015-05-24
87679,2015-04-08,Not Specified,Furniture,Bookcases,"Hon Metal Bookcases, Black",19,Jumbo Box,Delivery Truck,2015-04-10
91407,2015-04-30,Critical,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",4,Wrap Bag,Regular Air,2015-05-02
91408,2015-04-30,Low,Office Supplies,Storage & Organization,"Tenex Personal Project File with Scoop Front Design, Black",4,Small Box,Express Air,2015-05-04
89240,2015-05-28,Medium,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,1,Small Box,Regular Air,2015-05-30
89240,2015-05-28,Medium,Furniture,Office Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,15,Medium Box,Regular Air,2015-05-30
88701,2015-06-21,Critical,Office Supplies,Labels,Avery 492,9,Small Box,Regular Air,2015-06-24
88701,2015-06-21,Critical,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,2,Jumbo Box,Delivery Truck,2015-06-22
88702,2015-01-12,Low,Technology,Computer Peripherals,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",1,Small Pack,Regular Air,2015-01-16
89394,2015-03-01,Critical,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",15,Wrap Bag,Regular Air,2015-03-03
88766,2015-06-16,Critical,Technology,Computer Peripherals,Keytronic Designer 104- Key Black Keyboard,6,Small Box,Regular Air,2015-06-17
88959,2015-05-01,Critical,Office Supplies,Paper,Xerox 1922,10,Small Box,Regular Air,2015-05-02
88959,2015-05-01,Critical,Office Supplies,Paper,Xerox 210,18,Small Box,Regular Air,2015-05-03
88958,2015-01-17,Not Specified,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",10,Small Pack,Regular Air,2015-01-18
88114,2015-03-06,Low,Furniture,Tables,"Bush® Cubix Conference Tables, Fully Assembled",4,Jumbo Box,Delivery Truck,2015-03-10
89018,2015-04-22,Not Specified,Technology,Computer Peripherals,Logitech Cordless Elite Duo,8,Small Box,Regular Air,2015-04-24
89019,2015-06-01,Medium,Office Supplies,Storage & Organization,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,12,Small Box,Regular Air,2015-06-02
89017,2015-04-13,Critical,Technology,Computer Peripherals,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",7,Small Pack,Regular Air,2015-04-15
89481,2015-03-12,Low,Technology,Telephones and Communication,Accessory41,10,Wrap Bag,Regular Air,2015-03-19
86184,2015-03-18,Medium,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",11,Jumbo Box,Delivery Truck,2015-03-19
35200,2015-02-05,Medium,Furniture,Office Furnishings,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",15,Small Box,Regular Air,2015-02-07
23751,2015-03-18,Medium,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",44,Jumbo Box,Delivery Truck,2015-03-19
91424,2015-03-08,Critical,Office Supplies,Storage & Organization,Fellowes Super Stor/Drawer® Files,4,Small Box,Regular Air,2015-03-08
90724,2015-04-22,Medium,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,11,Small Pack,Regular Air,2015-04-24
90724,2015-04-22,Medium,Office Supplies,Storage & Organization,Acco Perma® 2700 Stacking Storage Drawers,4,Small Box,Regular Air,2015-04-22
90725,2015-05-28,Low,Office Supplies,Pens & Art Supplies,"Dixon My First Ticonderoga Pencil, #2",7,Wrap Bag,Regular Air,2015-05-30
88975,2015-03-08,Critical,Office Supplies,Pens & Art Supplies,Newell 309,14,Wrap Bag,Regular Air,2015-03-10
88974,2015-06-13,High,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,3,Small Box,Regular Air,2015-06-13
91584,2015-03-26,Not Specified,Office Supplies,Binders and Binder Accessories,Wilson Jones Impact Binders,2,Small Box,Regular Air,2015-03-28
91229,2015-01-30,Low,Technology,Office Machines,Polycom ViaVideo™ Desktop Video Communications Unit,8,Large Box,Regular Air,2015-02-04
91228,2015-01-12,Critical,Furniture,Chairs & Chairmats,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,11,Jumbo Drum,Delivery Truck,2015-01-15
91228,2015-01-12,Critical,Office Supplies,Pens & Art Supplies,Prang Dustless Chalk Sticks,8,Wrap Bag,Regular Air,2015-01-14
87160,2015-02-11,High,Technology,Telephones and Communication,Talkabout T8097,12,Small Box,Express Air,2015-02-12
87160,2015-02-11,High,Technology,Telephones and Communication,TimeportP7382,5,Small Box,Regular Air,2015-02-12
87161,2015-06-11,Critical,Technology,Telephones and Communication,Accessory41,11,Wrap Bag,Regular Air,2015-06-12
87162,2015-01-31,Low,Office Supplies,Binders and Binder Accessories,Peel & Stick Add-On Corner Pockets,2,Small Box,Regular Air,2015-02-04
87162,2015-01-31,Low,Technology,Office Machines,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",11,Jumbo Drum,Delivery Truck,2015-02-07
87162,2015-01-31,Low,Office Supplies,Paper,Xerox 217,3,Small Box,Regular Air,2015-02-07
91316,2015-03-12,Not Specified,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",8,Small Pack,Express Air,2015-03-13
88758,2015-01-15,Critical,Office Supplies,Pens & Art Supplies,Newell 346,7,Wrap Bag,Regular Air,2015-01-15
87554,2015-03-20,Medium,Office Supplies,Labels,Avery 479,2,Small Box,Regular Air,2015-03-22
87555,2015-06-07,High,Office Supplies,Paper,Wirebound Voice Message Log Book,5,Wrap Bag,Regular Air,2015-06-07
87556,2015-01-26,Low,Office Supplies,Pens & Art Supplies,Barrel Sharpener,8,Small Pack,Regular Air,2015-01-28
87556,2015-01-26,Low,Technology,Telephones and Communication,2160i,14,Small Box,Regular Air,2015-01-30
87556,2015-01-26,Low,Technology,Telephones and Communication,A1228,2,Small Box,Regular Air,2015-01-26
87553,2015-01-21,Medium,Office Supplies,Binders and Binder Accessories,"Premier Elliptical Ring Binder, Black",12,Small Box,Regular Air,2015-01-23
87552,2015-01-10,Medium,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",8,Small Pack,Regular Air,2015-01-11
87553,2015-01-21,Medium,Office Supplies,Labels,Avery 508,9,Small Box,Regular Air,2015-01-22
91049,2015-06-28,Low,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,15,Medium Box,Regular Air,2015-07-03
86227,2015-02-05,Medium,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",10,Jumbo Drum,Delivery Truck,2015-02-06
86227,2015-02-05,Medium,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",1,Small Box,Regular Air,2015-02-07
88819,2015-02-07,Medium,Office Supplies,Binders and Binder Accessories,Surelock™ Post Binders,12,Small Box,Regular Air,2015-02-07
89743,2015-06-01,High,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,2,Wrap Bag,Express Air,2015-06-02
89743,2015-06-01,High,Technology,Telephones and Communication,Accessory32,3,Small Pack,Express Air,2015-06-02
87899,2015-05-10,Low,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",18,Small Pack,Regular Air,2015-05-12
87900,2015-01-14,Not Specified,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,14,Small Pack,Regular Air,2015-01-15
87240,2015-04-30,Low,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,11,Small Pack,Regular Air,2015-05-02
89497,2015-05-20,Low,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,3,Small Box,Regular Air,2015-05-27
89497,2015-05-20,Low,Office Supplies,Paper,Riverleaf Stik-Withit® Designer Note Cubes®,4,Wrap Bag,Regular Air,2015-05-24
87720,2015-02-19,High,Office Supplies,Storage & Organization,X-Rack™ File for Hanging Folders,8,Small Box,Regular Air,2015-02-21
87721,2015-06-01,Medium,Technology,Computer Peripherals,"80 Minute CD-R Spindle, 100/Pack - Staples",12,Small Pack,Regular Air,2015-06-02
91030,2015-03-25,Not Specified,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",4,Jumbo Box,Delivery Truck,2015-03-27
91030,2015-03-25,Not Specified,Technology,Telephones and Communication,Talkabout T8367,15,Small Box,Regular Air,2015-03-26
89801,2015-03-08,High,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,13,Medium Box,Regular Air,2015-03-10
89801,2015-03-08,High,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,3,Jumbo Drum,Delivery Truck,2015-03-11
87884,2015-03-19,High,Office Supplies,Pens & Art Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,16,Small Pack,Regular Air,2015-03-20
87885,2015-06-11,Medium,Furniture,Office Furnishings,Artistic Insta-Plaque,17,Small Pack,Regular Air,2015-06-13
87885,2015-06-11,Medium,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",18,Small Pack,Regular Air,2015-06-12
87885,2015-06-11,Medium,Office Supplies,Paper,Xerox 1892,1,Small Box,Regular Air,2015-06-12
85928,2015-04-09,Not Specified,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,3,Small Box,Regular Air,2015-04-11
85928,2015-04-09,Not Specified,Furniture,Office Furnishings,DAX Solid Wood Frames,9,Medium Box,Regular Air,2015-04-10
85928,2015-04-09,Not Specified,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,1,Small Box,Regular Air,2015-04-11
85929,2015-06-06,Medium,Technology,Computer Peripherals,Zoom V.92 USB External Faxmodem,16,Small Box,Regular Air,2015-06-08
86454,2015-04-09,Low,Technology,Telephones and Communication,5185,11,Small Box,Regular Air,2015-04-13
87316,2015-01-21,Medium,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,10,Small Box,Regular Air,2015-01-22
87316,2015-01-21,Medium,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,10,Large Box,Regular Air,2015-01-22
87317,2015-03-10,Low,Technology,Office Machines,Polycom ViewStation™ ISDN Videoconferencing Unit,1,Large Box,Regular Air,2015-03-14
88279,2015-05-17,Medium,Office Supplies,Pens & Art Supplies,Newell 343,3,Wrap Bag,Regular Air,2015-05-18
88282,2015-05-23,Low,Office Supplies,Binders and Binder Accessories,Catalog Binders with Expanding Posts,30,Small Box,Regular Air,2015-05-28
88282,2015-05-23,Low,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",42,Jumbo Box,Delivery Truck,2015-05-23
88282,2015-05-23,Low,Office Supplies,Pens & Art Supplies,Newell 318,28,Wrap Bag,Regular Air,2015-05-23
88281,2015-04-01,Not Specified,Office Supplies,Storage & Organization,Letter Size Cart,23,Small Box,Regular Air,2015-04-03
88280,2015-02-28,Medium,Technology,Telephones and Communication,1726 Digital Answering Machine,11,Medium Box,Regular Air,2015-02-28
88278,2015-04-11,High,Furniture,Office Furnishings,Aluminum Document Frame,9,Small Pack,Regular Air,2015-04-12
90871,2015-02-23,Critical,Furniture,Office Furnishings,9-3/4 Diameter Round Wall Clock,4,Small Box,Regular Air,2015-02-25
90871,2015-02-23,Critical,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,8,Small Box,Regular Air,2015-02-24
11013,2015-04-17,High,Technology,Telephones and Communication,M70,2,Small Box,Regular Air,2015-04-18
85826,2015-01-08,High,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,6,Small Box,Regular Air,2015-01-10
85827,2015-04-17,High,Technology,Telephones and Communication,M70,1,Small Box,Regular Air,2015-04-18
85828,2015-05-25,Not Specified,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",4,Small Box,Express Air,2015-05-27
89872,2015-01-22,Medium,Office Supplies,Labels,Avery 498,12,Small Box,Regular Air,2015-01-24
89872,2015-01-22,Medium,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",10,Jumbo Box,Delivery Truck,2015-01-23
89873,2015-04-06,Low,Office Supplies,Pens & Art Supplies,*Staples* Highlighting Markers,4,Wrap Bag,Regular Air,2015-04-15
89874,2015-06-22,Critical,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,19,Small Box,Regular Air,2015-06-24
89874,2015-06-22,Critical,Technology,Telephones and Communication,V 3600 Series,12,Small Box,Regular Air,2015-06-24
91492,2015-03-02,Not Specified,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",12,Small Pack,Express Air,2015-03-04
54369,2015-03-02,Not Specified,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",47,Small Pack,Express Air,2015-03-04
88626,2015-03-28,Medium,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),11,Small Box,Regular Air,2015-03-29
88627,2015-05-08,Low,Furniture,Chairs & Chairmats,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",25,Jumbo Drum,Delivery Truck,2015-05-13
55300,2015-02-20,High,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,37,Small Box,Regular Air,2015-02-22
55300,2015-02-20,High,Office Supplies,Labels,Avery 510,48,Small Box,Regular Air,2015-02-21
55300,2015-02-20,High,Furniture,Office Furnishings,Dana Swing-Arm Lamps,31,Large Box,Regular Air,2015-02-22
16676,2015-03-19,High,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,39,Medium Box,Regular Air,2015-03-19
4839,2015-05-09,Critical,Office Supplies,Paper,Xerox 227,35,Small Box,Regular Air,2015-05-09
21958,2015-06-05,High,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,21,Small Box,Regular Air,2015-06-06
40224,2015-06-30,Low,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",21,Small Box,Express Air,2015-07-07
50917,2015-01-21,Low,Technology,Computer Peripherals,"Memorex 80 Minute CD-R Spindle, 100/Pack",40,Small Pack,Regular Air,2015-01-25
87632,2015-05-09,Critical,Office Supplies,Paper,Xerox 227,9,Small Box,Regular Air,2015-05-09
87631,2015-03-19,High,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,10,Medium Box,Regular Air,2015-03-19
87633,2015-06-05,High,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,5,Small Box,Regular Air,2015-06-06
87634,2015-06-30,Low,Furniture,Office Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",5,Small Box,Express Air,2015-07-07
87630,2015-02-20,High,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,9,Small Box,Regular Air,2015-02-22
87630,2015-02-20,High,Office Supplies,Labels,Avery 510,12,Small Box,Regular Air,2015-02-21
87630,2015-02-20,High,Furniture,Office Furnishings,Dana Swing-Arm Lamps,8,Large Box,Regular Air,2015-02-22
90011,2015-02-23,High,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,11,Large Box,Regular Air,2015-02-25
90011,2015-02-23,High,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),9,Small Box,Regular Air,2015-02-24
86925,2015-01-22,Low,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",8,Jumbo Box,Delivery Truck,2015-01-26
86927,2015-03-12,Critical,Office Supplies,Paper,Xerox 1973,15,Small Box,Regular Air,2015-03-14
86926,2015-02-13,High,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,11,Jumbo Box,Delivery Truck,2015-02-14
86926,2015-02-13,High,Office Supplies,Paper,Xerox 1997,2,Small Box,Regular Air,2015-02-15
87374,2015-06-25,Not Specified,Furniture,Tables,KI Conference Tables,6,Jumbo Box,Delivery Truck,2015-06-25
88156,2015-01-08,High,Office Supplies,Labels,Avery 491,4,Small Box,Regular Air,2015-01-08
88156,2015-01-08,High,Furniture,Office Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",1,Small Pack,Regular Air,2015-01-08
88157,2015-02-28,Not Specified,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,16,Small Box,Express Air,2015-03-03
88157,2015-02-28,Not Specified,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,8,Wrap Bag,Regular Air,2015-03-02
87396,2015-04-28,High,Office Supplies,Labels,Avery 491,7,Small Box,Express Air,2015-04-30
87396,2015-04-28,High,Office Supplies,Paper,Xerox 194,12,Small Box,Regular Air,2015-04-30
59365,2015-06-07,Medium,Technology,Office Machines,Epson LQ-870 Dot Matrix Printer,2,Jumbo Drum,Delivery Truck,2015-06-09
86592,2015-02-28,Medium,Office Supplies,Binders and Binder Accessories,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",15,Small Box,Regular Air,2015-03-02
86591,2015-01-16,Critical,Furniture,Office Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",2,Medium Box,Regular Air,2015-01-18
86591,2015-01-16,Critical,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",8,Wrap Bag,Regular Air,2015-01-18
90218,2015-05-26,Critical,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ™ Binder With Locking Rings,42,Small Box,Regular Air,2015-05-28
90218,2015-05-26,Critical,Office Supplies,Storage & Organization,Desktop 3-Pocket Hot File®,36,Small Box,Regular Air,2015-05-27
87619,2015-02-28,Not Specified,Office Supplies,Pens & Art Supplies,Newell 309,12,Wrap Bag,Regular Air,2015-02-28
87620,2015-04-22,High,Office Supplies,Paper,Xerox 1880,1,Small Box,Regular Air,2015-04-23
87617,2015-05-11,Low,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,5,Small Box,Regular Air,2015-05-15
87620,2015-04-22,High,Office Supplies,Paper,Xerox 1938,20,Small Box,Regular Air,2015-04-25
87618,2015-05-26,Critical,Office Supplies,Rubber Bands,Staples Metal Binder Clips,8,Wrap Bag,Regular Air,2015-05-27
90309,2015-03-05,Low,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,13,Small Box,Regular Air,2015-03-07
87511,2015-02-04,Not Specified,Office Supplies,Envelopes,Security-Tint Envelopes,20,Small Box,Regular Air,2015-02-07
91397,2015-02-15,Medium,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,19,Small Box,Express Air,2015-02-17
91397,2015-02-15,Medium,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",19,Jumbo Drum,Delivery Truck,2015-02-18
91398,2015-04-15,Medium,Office Supplies,Binders and Binder Accessories,Binder Posts,12,Small Box,Express Air,2015-04-17
86427,2015-06-18,Low,Furniture,Office Furnishings,Aluminum Document Frame,9,Small Pack,Regular Air,2015-06-25
90264,2015-04-02,Medium,Office Supplies,Paper,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",4,Wrap Bag,Express Air,2015-04-04
90265,2015-03-23,Low,Technology,Telephones and Communication,Accessory21,18,Wrap Bag,Regular Air,2015-03-28
90646,2015-04-05,Not Specified,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",11,Wrap Bag,Regular Air,2015-04-07
88611,2015-05-07,High,Office Supplies,Paper,Wirebound Voice Message Log Book,10,Wrap Bag,Express Air,2015-05-09
88612,2015-06-22,Critical,Office Supplies,Storage & Organization,Iris Project Case,4,Medium Box,Regular Air,2015-06-23
88610,2015-04-21,High,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,1,Small Box,Regular Air,2015-04-23
86085,2015-02-22,Not Specified,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",1,Wrap Bag,Regular Air,2015-02-24
86085,2015-02-22,Not Specified,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",5,Jumbo Box,Delivery Truck,2015-02-23
86086,2015-03-28,High,Office Supplies,Appliances,Hoover WindTunnel™ Plus Canister Vacuum,1,Small Box,Regular Air,2015-03-30
87186,2015-04-13,High,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,17,Small Box,Regular Air,2015-04-15
87186,2015-04-13,High,Technology,Telephones and Communication,Timeport L7089,23,Small Box,Regular Air,2015-04-15
87187,2015-05-20,Critical,Technology,Office Machines,Okidata ML390 Turbo Dot Matrix Printers,6,Jumbo Drum,Delivery Truck,2015-05-21
89047,2015-05-22,Medium,Technology,Telephones and Communication,Accessory31,41,Small Pack,Regular Air,2015-05-23
86544,2015-01-27,Critical,Office Supplies,Pens & Art Supplies,Newell 338,9,Wrap Bag,Regular Air,2015-01-28
86545,2015-02-26,Critical,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,6,Small Box,Regular Air,2015-02-28
86545,2015-02-26,Critical,Office Supplies,Binders and Binder Accessories,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",6,Small Box,Regular Air,2015-02-27
86546,2015-06-14,Not Specified,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,4,Wrap Bag,Regular Air,2015-06-16
86544,2015-01-27,Critical,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,10,Small Pack,Regular Air,2015-01-29
86544,2015-01-27,Critical,Office Supplies,Rubber Bands,OIC Thumb-Tacks,13,Wrap Bag,Regular Air,2015-01-30
86547,2015-02-25,Medium,Office Supplies,Labels,Avery 494,6,Small Box,Regular Air,2015-02-27
86548,2015-05-30,Low,Office Supplies,Pens & Art Supplies,"Sanford Colorific Colored Pencils, 12/Box",39,Wrap Bag,Regular Air,2015-06-04
91180,2015-06-28,Critical,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",17,Jumbo Box,Delivery Truck,2015-06-28
91180,2015-06-28,Critical,Office Supplies,Paper,Xerox 196,6,Small Box,Regular Air,2015-06-28
91466,2015-05-08,Low,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,2,Small Box,Regular Air,2015-05-13
91466,2015-05-08,Low,Office Supplies,Paper,Xerox 1928,36,Small Box,Regular Air,2015-05-15
87041,2015-04-10,Not Specified,Office Supplies,"Scissors, Rulers and Trimmers",Fiskars® Softgrip Scissors,5,Small Pack,Regular Air,2015-04-11
87042,2015-01-26,Low,Office Supplies,Paper,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",4,Wrap Bag,Regular Air,2015-01-28
87043,2015-03-17,Not Specified,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,21,Small Box,Regular Air,2015-03-19
91586,2015-03-05,Medium,Technology,Telephones and Communication,Accessory34,20,Wrap Bag,Regular Air,2015-03-06
54949,2015-02-10,Low,Office Supplies,Paper,Xerox 1930,58,Small Box,Regular Air,2015-02-15
54949,2015-02-10,Low,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",13,Jumbo Drum,Delivery Truck,2015-02-17
91389,2015-06-08,Critical,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,12,Small Box,Express Air,2015-06-11
91388,2015-02-10,Low,Office Supplies,Paper,Xerox 1930,14,Small Box,Regular Air,2015-02-15
91388,2015-02-10,Low,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",3,Jumbo Drum,Delivery Truck,2015-02-17
89414,2015-03-06,Critical,Office Supplies,Paper,Xerox 1896,20,Small Box,Regular Air,2015-03-07
